transaction_id,account_id,transaction_date,channel,merchant,amount,is_fraud
TXN0000183,ACC000050,2025-10-04 09:54:37,ONLINE,Flipkart,41691.53,0
TXN0000184,ACC000064,2025-07-29 00:17:37,ONLINE,Netflix,10119.14,0
TXN0000185,ACC000320,2025-07-09 05:34:37,ONLINE,Swiggy,8616.8,0
TXN0000186,ACC000711,2025-08-02 13:30:37,ONLINE,ATM Withdrawal,38876.22,0
TXN0000187,ACC000636,2025-08-26 21:52:37,MOBILE_APP,Swiggy,44572.98,0
TXN0000188,ACC000267,2025-09-03 08:32:37,MOBILE_APP,ATM Withdrawal,5510.56,0
TXN0000189,ACC000484,2025-08-17 01:43:37,ATM,Flipkart,19337.3,0
TXN0000190,ACC000514,2025-09-11 19:32:37,POS,ATM Withdrawal,46297.47,0
TXN0000191,ACC000286,2025-11-14 07:34:37,MOBILE_APP,Netflix,2292.96,0
TXN0000192,ACC000079,2025-08-18 15:02:37,MOBILE_APP,ATM Withdrawal,42420.16,0
TXN0000193,ACC000296,2025-10-22 05:12:37,ATM,ATM Withdrawal,35893.33,0
TXN0000194,ACC000013,2025-07-07 00:25:37,ONLINE,ATM Withdrawal,22537.91,0
TXN0000195,ACC000250,2025-07-12 05:06:37,ATM,Netflix,30147.08,0
TXN0000196,ACC000729,2025-07-19 18:00:37,ONLINE,Flipkart,33935.54,0
TXN0000197,ACC000650,2025-11-11 15:15:37,ATM,Swiggy,32274.14,0
TXN0000198,ACC000761,2025-08-30 16:57:37,MOBILE_APP,Swiggy,19785.44,0
TXN0000199,ACC000345,2025-09-01 03:48:37,POS,Flipkart,25040.58,0
TXN0000200,ACC000534,2025-09-12 19:04:37,ONLINE,Flipkart,26636.41,0
TXN0000201,ACC000699,2025-07-11 11:59:37,MOBILE_APP,Amazon,10731.35,0
TXN0000202,ACC000588,2025-10-29 01:33:37,POS,Netflix,25156.55,0
TXN0000203,ACC000220,2025-10-11 22:28:37,ONLINE,Flipkart,21684.42,0
TXN0000204,ACC000688,2025-11-13 18:37:37,POS,Netflix,7642.69,0
TXN0000205,ACC000290,2025-07-05 14:05:37,MOBILE_APP,ATM Withdrawal,6334.59,0
TXN0000206,ACC000722,2025-11-04 14:41:37,MOBILE_APP,Netflix,6650.81,0
TXN0000207,ACC000791,2025-10-17 07:56:37,ONLINE,Netflix,44823.57,0
TXN0000208,ACC000230,2025-08-24 18:59:37,ATM,ATM Withdrawal,10732.78,0
TXN0000209,ACC000081,2025-09-02 23:28:37,ATM,Netflix,33832.86,0
TXN0000210,ACC000333,2025-08-08 06:01:37,ATM,Swiggy,3701.8,0
TXN0000211,ACC000282,2025-09-29 03:06:37,ATM,Swiggy,31499.14,1
TXN0000212,ACC000610,2025-07-05 08:49:37,ATM,Netflix,29553.25,0
TXN0000213,ACC000230,2025-08-22 01:00:37,ONLINE,ATM Withdrawal,41386.84,1
TXN0000214,ACC000236,2025-08-08 03:41:37,POS,ATM Withdrawal,26581.57,0
TXN0000215,ACC000550,2025-11-06 07:25:37,ATM,Flipkart,41986.32,0
TXN0000216,ACC000517,2025-08-17 07:00:37,MOBILE_APP,ATM Withdrawal,38926.66,1
TXN0000217,ACC000646,2025-08-18 07:48:37,ATM,Netflix,3246.51,0
TXN0000218,ACC000400,2025-09-30 17:11:37,MOBILE_APP,Flipkart,5707.69,0
TXN0000219,ACC000057,2025-09-05 02:17:37,ONLINE,ATM Withdrawal,33368.89,0
TXN0000220,ACC000490,2025-10-12 06:41:37,POS,Swiggy,3661.96,0
TXN0000221,ACC000700,2025-11-05 10:56:37,MOBILE_APP,Flipkart,22753.06,0
TXN0000222,ACC000195,2025-07-19 20:40:37,MOBILE_APP,Flipkart,17149.82,0
TXN0000223,ACC000199,2025-07-13 09:51:37,ATM,Swiggy,14200.81,0
TXN0000224,ACC000761,2025-08-04 07:23:37,ONLINE,Flipkart,38893.78,0
TXN0000225,ACC000719,2025-08-22 10:05:37,ATM,Netflix,28057.34,0
TXN0000226,ACC000211,2025-09-13 13:44:37,ATM,Netflix,36003.67,1
TXN0000227,ACC000364,2025-10-21 17:46:37,POS,Netflix,13263.19,0
TXN0000228,ACC000314,2025-07-18 15:44:37,ATM,Flipkart,31648.19,0
TXN0000229,ACC000031,2025-11-06 07:46:37,MOBILE_APP,Amazon,34596.91,0
TXN0000230,ACC000158,2025-09-03 17:39:37,MOBILE_APP,Swiggy,17212.59,0
TXN0000231,ACC000327,2025-09-24 04:35:37,POS,Amazon,49529.49,0
TXN0000232,ACC000258,2025-09-29 23:03:37,MOBILE_APP,Flipkart,26462.23,0
TXN0000233,ACC000673,2025-07-03 08:33:37,POS,ATM Withdrawal,17755.42,0
TXN0000234,ACC000448,2025-11-09 19:47:37,MOBILE_APP,Flipkart,47271.1,0
TXN0000235,ACC000138,2025-07-24 16:10:37,ATM,Amazon,40612.27,0
TXN0000236,ACC000600,2025-10-04 04:59:37,MOBILE_APP,Amazon,10780.03,0
TXN0000237,ACC000089,2025-09-21 21:50:37,ATM,Flipkart,555.31,0
TXN0000238,ACC000073,2025-08-27 08:39:37,ONLINE,Netflix,44462.14,0
TXN0000239,ACC000473,2025-09-25 16:47:37,POS,Amazon,28023.25,0
TXN0000240,ACC000364,2025-09-07 03:30:37,ATM,Amazon,12246.29,0
TXN0000241,ACC000130,2025-08-04 21:14:37,MOBILE_APP,Swiggy,29601.96,0
TXN0000242,ACC000652,2025-11-01 06:15:37,MOBILE_APP,Amazon,28645.65,0
TXN0000243,ACC000737,2025-07-09 06:45:37,MOBILE_APP,Flipkart,28551.0,0
TXN0000244,ACC000690,2025-11-06 10:13:37,POS,Swiggy,20070.78,0
TXN0000245,ACC000146,2025-07-21 01:06:37,MOBILE_APP,Netflix,34632.4,0
TXN0000246,ACC000717,2025-08-11 22:18:37,POS,Amazon,19146.53,0
TXN0000247,ACC000764,2025-08-09 07:17:37,ATM,Flipkart,19675.99,0
TXN0000248,ACC000205,2025-06-29 15:58:37,ATM,Swiggy,4780.48,0
TXN0000249,ACC000247,2025-08-08 11:15:37,ATM,Netflix,2529.17,0
TXN0000250,ACC000270,2025-07-07 00:23:37,POS,Swiggy,31968.11,0
TXN0000251,ACC000776,2025-07-18 09:25:37,ATM,Flipkart,1009.28,0
TXN0000252,ACC000542,2025-07-29 03:12:37,ONLINE,Amazon,7248.33,0
TXN0000253,ACC000391,2025-06-29 21:44:37,ATM,Amazon,25539.49,0
TXN0000254,ACC000088,2025-09-28 23:11:37,ATM,Amazon,27839.15,0
TXN0000255,ACC000469,2025-09-09 18:11:37,ATM,Netflix,33106.14,0
TXN0000256,ACC000520,2025-09-20 20:49:37,POS,Amazon,37275.32,1
TXN0000257,ACC000688,2025-09-15 14:23:37,ATM,Netflix,35435.68,0
TXN0000258,ACC000361,2025-10-30 20:33:37,ATM,Amazon,48825.13,0
TXN0000259,ACC000104,2025-07-15 20:07:37,ONLINE,ATM Withdrawal,36535.65,0
TXN0000260,ACC000781,2025-08-22 07:52:37,POS,Swiggy,15205.88,0
TXN0000261,ACC000788,2025-08-03 10:49:37,ATM,Amazon,30360.72,0
TXN0000262,ACC000117,2025-10-31 19:23:37,POS,Netflix,3842.27,0
TXN0000263,ACC000418,2025-10-18 17:26:37,POS,Amazon,19330.2,0
TXN0000264,ACC000734,2025-11-09 05:50:37,ATM,Flipkart,45652.25,0
TXN0000265,ACC000057,2025-08-01 05:27:37,ONLINE,Swiggy,42513.89,0
TXN0000266,ACC000138,2025-08-14 11:40:37,ONLINE,ATM Withdrawal,12847.58,0
TXN0000267,ACC000392,2025-07-16 17:40:37,POS,Swiggy,1514.83,0
TXN0000268,ACC000670,2025-10-26 21:29:37,MOBILE_APP,Netflix,8230.45,0
TXN0000269,ACC000771,2025-08-27 20:00:37,ONLINE,Flipkart,41857.5,0
TXN0000270,ACC000551,2025-07-03 07:16:37,ONLINE,Flipkart,756.7,0
TXN0000271,ACC000366,2025-08-28 07:59:37,ATM,Flipkart,27244.22,0
TXN0000272,ACC000545,2025-07-28 20:36:37,ATM,Amazon,44501.92,0
TXN0000273,ACC000643,2025-08-29 20:01:37,ONLINE,Amazon,41289.53,0
TXN0000274,ACC000470,2025-07-28 19:46:37,POS,Netflix,26910.29,0
TXN0000275,ACC000680,2025-10-05 12:11:37,POS,Swiggy,2764.82,0
TXN0000276,ACC000796,2025-10-22 10:52:37,ATM,Flipkart,46576.63,0
TXN0000277,ACC000774,2025-07-01 23:24:37,ONLINE,Swiggy,10981.19,0
TXN0000278,ACC000181,2025-10-18 15:36:37,MOBILE_APP,Netflix,35818.81,0
TXN0000279,ACC000764,2025-08-20 06:00:37,MOBILE_APP,Flipkart,34375.26,0
TXN0000280,ACC000029,2025-07-16 04:46:37,POS,ATM Withdrawal,17152.64,0
TXN0000281,ACC000759,2025-10-15 02:32:37,POS,Amazon,30952.29,0
TXN0000282,ACC000712,2025-09-08 16:43:37,ONLINE,Amazon,29933.14,0
TXN0000283,ACC000069,2025-10-05 00:15:37,ATM,Amazon,3290.67,0
TXN0000284,ACC000146,2025-10-08 22:43:37,ATM,Swiggy,18138.9,0
TXN0000285,ACC000281,2025-09-19 10:03:37,POS,Amazon,32455.16,0
TXN0000286,ACC000405,2025-09-11 22:32:37,POS,Swiggy,12821.44,0
TXN0000287,ACC000472,2025-08-30 19:34:37,ONLINE,Flipkart,49466.29,0
TXN0000288,ACC000232,2025-07-18 21:29:37,POS,ATM Withdrawal,1631.79,0
TXN0000289,ACC000011,2025-08-03 01:44:37,ATM,Amazon,33568.93,0
TXN0000290,ACC000676,2025-10-27 22:39:37,ONLINE,ATM Withdrawal,7985.98,0
TXN0000291,ACC000148,2025-09-25 03:04:37,ATM,Amazon,9112.32,0
TXN0000292,ACC000668,2025-07-15 16:27:37,POS,Amazon,19212.29,0
TXN0000293,ACC000016,2025-08-17 08:11:37,POS,ATM Withdrawal,3333.47,0
TXN0000294,ACC000740,2025-07-31 14:14:37,POS,ATM Withdrawal,18245.3,0
TXN0000295,ACC000376,2025-07-29 18:07:37,ATM,Flipkart,39420.16,0
TXN0000296,ACC000780,2025-09-06 19:28:37,ATM,Flipkart,45471.04,1
TXN0000297,ACC000781,2025-09-07 10:21:37,ONLINE,Flipkart,32465.77,0
TXN0000298,ACC000008,2025-07-08 16:47:37,ATM,Swiggy,32107.12,0
TXN0000299,ACC000031,2025-09-23 12:37:37,MOBILE_APP,Swiggy,41837.61,1
TXN0000300,ACC000471,2025-10-08 13:59:37,MOBILE_APP,Amazon,5880.62,0
TXN0000301,ACC000497,2025-09-24 18:54:37,POS,Flipkart,20294.2,0
TXN0000302,ACC000063,2025-07-21 00:45:37,POS,Amazon,21348.84,0
TXN0000303,ACC000455,2025-09-22 21:40:37,POS,ATM Withdrawal,13377.89,0
TXN0000304,ACC000074,2025-09-30 05:04:37,POS,Swiggy,27783.92,0
TXN0000305,ACC000386,2025-07-19 12:39:37,ATM,Swiggy,37236.67,0
TXN0000306,ACC000246,2025-10-02 10:30:37,POS,Netflix,26289.53,0
TXN0000307,ACC000086,2025-09-24 09:25:37,ONLINE,Swiggy,43246.71,1
TXN0000308,ACC000749,2025-07-23 11:24:37,ATM,Swiggy,46212.29,0
TXN0000309,ACC000288,2025-10-28 04:15:37,ONLINE,Amazon,31586.74,1
TXN0000310,ACC000487,2025-09-25 03:54:37,ONLINE,Flipkart,6073.4,0
TXN0000311,ACC000643,2025-10-26 08:43:37,ATM,Swiggy,25525.88,0
TXN0000312,ACC000664,2025-08-11 02:35:37,MOBILE_APP,Netflix,34377.05,1
